product,category,electricity,water,gas,component_1,manu_year_1,mass_kg_1,no_uses_1,biogenic_1,manu_loc_1,debark_port_1,depart_loc_uk_1,reprocessing_1,recycle_1,incinerate_1,landfill_1,component_2,manu_year_2,mass_kg_2,no_uses_2,biogenic_2,manu_loc_2,debark_port_2,depart_loc_uk_2,reprocessing_2,recycle_2,incinerate_2,landfill_2,component_3,manu_year_3,mass_kg_3,no_uses_3,biogenic_3,manu_loc_3,debark_port_3,depart_loc_uk_3,reprocessing_3,recycle_3,incinerate_3,landfill_3,component_4,manu_year_4,mass_kg_4,no_uses_4,biogenic_4,manu_loc_4,debark_port_4,depart_loc_uk_4,reprocessing_4,recycle_4,incinerate_4,landfill_4,component_5,manu_year_5,mass_kg_5,no_uses_5,biogenic_5,manu_loc_5,debark_port_5,depart_loc_uk_5,reprocessing_5,recycle_5,incinerate_5,landfill_5,component_6,manu_year_6,mass_kg_6,no_uses_6,biogenic_6,manu_loc_6,debark_port_6,depart_loc_uk_6,reprocessing_6,recycle_6,incinerate_6,landfill_6
desktop two screens,it,0,0,0,hdpe,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
computer on anaesthetic machine,it,0,0,0,hdpe,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
cow,it,0,0,0,hdpe,2022,0.6,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.6,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.4,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
desks,fixtures/fittings,0,0,0,hdpe,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,20.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,50.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,20.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
office chair,fixtures/fittings,0,0,0,hdpe,2022,6.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,14.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,1.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyester,2022,0.6,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,6.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,14.0,10000,0,shanghai (china),0,0,0,0,0,0
assessment couch,fixtures/fittings,0,0,0,hdpe,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,35.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,pvc,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,11.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,35.0,10000,0,shanghai (china),0,0,0,0,0,0
pod system,fixtures/fittings,0,0,0,hdpe,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,50.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,50.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
whiteboard,fixtures/fittings,0,0,0,hdpe,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,aluminium,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,melamine,2022,0.3,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.2,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
whiteboard markers,fixtures/fittings,0,0,0,hdpe,2022,0.05,120,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.05,120,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
drug cupboards,fixtures/fittings,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,80.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
staff lockers,fixtures/fittings,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,100.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,100.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
sink,nutrition,0,0,0,steel,2022,12.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,12.0,10000,0,shanghai (china),0,0,0,0,1,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
cupboards,fixtures/fittings,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,80.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
patient trolley,fixtures/fittings,0,0,0,hdpe,2022,15.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,58.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,10.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,15.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,58.0,10000,0,shanghai (china),0,0,0,0,0,0
chair,fixtures/fittings,0,0,0,steel,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,wood,2022,10.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,2.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,pvc,2022,1.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0
tv,fixtures/fittings,0,0,0,hdpe,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
table,fixtures/fittings,0,0,0,steel,2022,7.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,7.5,10000,0,shanghai (china),0,0,0,0,0,0,particle board,2022,7.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,melamine,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
curtain (disposable),fixtures/fittings,0,0,0,polypropylene,2022,1.65,20,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polypropylene textile production,2022,1.65,20,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
curtain rail,fixtures/fittings,0,0,0,aluminium,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
light,fixtures/fittings,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
locker,patient essentials,0,0,0,hdpe,2022,14.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,14.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.5,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
work surfaces,fixtures/fittings,0,0,0,hdpe,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,30.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.2,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
drawers,fixtures/fittings,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,20.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
shelves,fixtures/fittings,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,40.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
stainless steel trolley,surgical equipment,0,0,0,steel,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
desktops,fixtures/fittings,0,0,0,hdpe,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
inpatient bed,fixtures/fittings,0,0,0,hdpe,2022,30.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,220.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,30.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,220.0,10000,0,shanghai (china),0,0,0,0,0,0
work surface,fixtures/fittings,0,0,0,hdpe,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,30.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.2,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
operating table,surgical equipment,0,0,0,hdpe,2022,30.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,270.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,30.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,270.0,10000,0,shanghai (china),0,0,0,0,0,0
stool,fixtures/fittings,0,0,0,hdpe,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.25,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.4,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
stirrups (pair),surgical equipment,0,0,0,hdpe,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,8.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyester,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,8.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
stirrup table attachment (pair),surgical equipment,0,0,0,hdpe,2022,0.096,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.096,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.5,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.5,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
patslide,patient essentials,0,0,0,polypropylene,2022,4.6,20000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,4.6,20000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
l shape 1,surgical equipment,0,0,0,hdpe,2022,0.385,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.385,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
l shape 2,surgical equipment,0,0,0,hdpe,2022,0.385,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.385,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
theatre lights,surgical equipment,0,0,0,hdpe,2022,5.0,7500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,15.0,7500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,3.0,7500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,5.0,7500,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,15.0,7500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
gas hosing holder (slots under mattess),anaesthesia drugs,0,0,0,hdpe,2022,0.1,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polycarbonate,2022,0.396,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.496,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
irrigation stand,surgical equipment,0,0,0,steel,2022,15.1,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,15.1,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
drip stand,anaesthesia drugs,0,0,0,steel,2022,9.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,9.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
stools,fixtures/fittings,0,0,0,hdpe,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.25,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.4,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
large stainless steel trolley,surgical equipment,0,0,0,steel,2022,7.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,7.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
small stainless steel trolley,surgical equipment,0,0,0,steel,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
mobile equipment drawers,fixtures/fittings,0,0,0,hdpe,2022,12.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,12.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
4 white boards small,fixtures/fittings,0,0,0,hdpe,2022,0.075,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,aluminium,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,melamine,2022,0.12,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.075,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
storz shelving,surgical equipment,0,0,0,hdpe,2022,10.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,10.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,10.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,10.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,10.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
icd stockings,patient essentials,0,0,0,polyester,2022,0.075,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,pvc,2022,0.0037,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0087,1,0,shanghai (china),0,0,0,0,0,0,weaving polyester,2022,0.075,1,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
icd pump,patient essentials,0,0,0,hdpe,2022,1.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.5,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
tur pack packaging (tur set),surgical equipment,0,0,0,ldpe film,2022,0.04,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.04,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.04,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
drape trolley cover (tur set),surgical equipment,0,0,0,polypropylene,2022,0.18,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polypropylene textile production,2022,0.18,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
polyware kidney dish  (tur set),surgical equipment,0,0,0,ldpe,2022,0.022,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.022,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
gauze swabs (tur set),surgical equipment,0,0,0,cotton,2022,0.018,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
suction tubing (tur set),surgical equipment,0,0,0,pvc,2022,0.109,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.109,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
cardboard tray (tur set),surgical equipment,0,0,0,cardboard,2022,0.048,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
syringe (20ml) (tur set),surgical equipment,0,0,0,polypropylene,2022,0.0122,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0122,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00077,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00052,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00077,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.004047,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
polyware gallipot (tur set),surgical equipment,0,0,0,ldpe,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
tur drape (tur set),surgical equipment,0,0,0,polypropylene,2022,0.554,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polypropylene textile production,2022,0.554,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
