product,category,electricity,water,gas,component_1,manu_year_1,mass_kg_1,no_uses_1,biogenic_1,manu_loc_1,debark_port_1,depart_loc_uk_1,reprocessing_1,recycle_1,incinerate_1,landfill_1,component_2,manu_year_2,mass_kg_2,no_uses_2,biogenic_2,manu_loc_2,debark_port_2,depart_loc_uk_2,reprocessing_2,recycle_2,incinerate_2,landfill_2,component_3,manu_year_3,mass_kg_3,no_uses_3,biogenic_3,manu_loc_3,debark_port_3,depart_loc_uk_3,reprocessing_3,recycle_3,incinerate_3,landfill_3,component_4,manu_year_4,mass_kg_4,no_uses_4,biogenic_4,manu_loc_4,debark_port_4,depart_loc_uk_4,reprocessing_4,recycle_4,incinerate_4,landfill_4,component_5,manu_year_5,mass_kg_5,no_uses_5,biogenic_5,manu_loc_5,debark_port_5,depart_loc_uk_5,reprocessing_5,recycle_5,incinerate_5,landfill_5,component_6,manu_year_6,mass_kg_6,no_uses_6,biogenic_6,manu_loc_6,debark_port_6,depart_loc_uk_6,reprocessing_6,recycle_6,incinerate_6,landfill_6,manufacture_emissions,transport_emissions,use_emissions,reprocessing_emissions,disposal_emissions,total_emissions
electronic whiteboard,it,0,0,0,hdpe,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,1.25,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.1577892,0.000240810625048125,0.0,0.0,0.0010322890711906743,0.1590622996962388
phone,it,0,0,0,hdpe,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.09,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.1,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.2,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.09,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0125458364,1.5026583003003e-05,0.0,0.0,6.97852717069109e-05,0.012630648254709914
ipad chargers,it,0,0,0,hdpe,2022,0.01,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.005,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.01,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.01,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.01,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.6685249999999998e-05,9.632425001925e-07,0.0,0.0,4.355461494587843e-06,2.200395399478034e-05
fridge (for muscle relaxants),anaesthesia drugs,0,0,0,hdpe,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0649617,0.00021191335004235002,0.0,0.0,0.0009846694579517068,0.06615828280799406
desktop (connected to gas machine),it,0,0,0,hdpe,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.6223941599999999,0.0004238267000847,0.0,0.0,0.001586609487094088,0.6244045961871787
label printer,it,0,0,0,hdpe,2022,0.6,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.1,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.6,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.2,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.012824908,3.4676730006930005e-05,0.0,0.0,0.00019650829159034136,0.013056093021597272
portable phone,it,0,0,0,hdpe,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.09,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.1,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.2,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.09,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0125458364,1.5026583003003e-05,0.0,0.0,6.97852717069109e-05,0.012630648254709914
irrigation warmer,surgical equipment,0,0,0,hdpe,2022,6.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,30.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,6.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,30.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.39922955999999993,0.0015026583003003,0.0,0.0,0.002151652551207327,0.4028838708515075
cow (desktop),it,0,0,0,hdpe,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.6223941599999999,0.0004238267000847,0.0,0.0,0.001586609487094088,0.6244045961871787
desktop two screens,it,0,0,0,hdpe,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.6223941599999999,0.0004238267000847,0.0,0.0,0.001586609487094088,0.6244045961871787
computer on anaesthetic machine,it,0,0,0,hdpe,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.37652848,0.00042382670008470004,0.0,0.0,0.0014638798517901746,0.37841618655187487
cow,it,0,0,0,hdpe,2022,0.6,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.6,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.4,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.05012334000000001,5.394158001078e-05,0.0,0.0,0.00021598173688592835,0.05039326331689672
desks,fixtures/fittings,0,0,0,hdpe,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,20.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,50.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,20.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.019536374999999998,0.0028897275005775004,0.0,0.0,0.010781254096586177,0.03320735659716367
office chair,fixtures/fittings,0,0,0,hdpe,2022,6.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,14.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,1.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyester,2022,0.6,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,6.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,14.0,10000,0,shanghai (china),0,0,0,0,0,0,0.015954274999999997,0.00085150637017017,0.0,0.0,0.00241740703355537,0.019223188403725538
assessment couch,fixtures/fittings,0,0,0,hdpe,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,35.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,pvc,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,11.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,35.0,10000,0,shanghai (china),0,0,0,0,0,0,0.0360487,0.0017723662003541999,0.0,0.0,0.0028811155786844294,0.040702181779038636
pod system,fixtures/fittings,0,0,0,hdpe,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,50.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,50.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.29173530000000003,0.0021961929004389005,0.0,0.0,0.0018144973838467944,0.2957459902842857
whiteboard,fixtures/fittings,0,0,0,hdpe,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,aluminium,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,melamine,2022,0.3,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.2,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.001108461,0.00011173613002233001,0.0,0.0,0.0004624464323896752,0.0016826435624120051
whiteboard markers,fixtures/fittings,0,0,0,hdpe,2022,0.05,120,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.05,120,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0019477500000000003,0.00016054041669875,0.0,0.0,0.0013175931237857342,0.0034258835404844847
drug cupboards,fixtures/fittings,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,80.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00538266,0.0033135542006621998,0.0,0.0,0.014978994106577848,0.02367520830724005
staff lockers,fixtures/fittings,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,100.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,100.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.08418345999999999,0.0038914997007777007,0.0,0.0,0.0005290223497085762,0.08860398205048627
sink,nutrition,0,0,0,steel,2022,12.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,12.0,10000,0,shanghai (china),0,0,0,0,1,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.005482619999999999,0.0005008861001001001,0.0,0.0,0.00036729434970857617,0.006350800449808675
cupboards,fixtures/fittings,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,80.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00538266,0.0033135542006621998,0.0,0.0,0.014978994106577848,0.02367520830724005
patient trolley,fixtures/fittings,0,0,0,hdpe,2022,15.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,58.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,10.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,15.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,58.0,10000,0,shanghai (china),0,0,0,0,0,0,0.05711397499999999,0.0032750245006545,0.0,0.0,0.007167058914238134,0.06755605841489262
chair,fixtures/fittings,0,0,0,steel,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,wood,2022,10.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,2.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,pvc,2022,1.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,0.00503249,0.0007320643001463,0.0,0.0,0.002644103542464613,0.008408657842610913
tv,fixtures/fittings,0,0,0,hdpe,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.25145386000000003,0.0003082376000616,0.0,0.0,0.0010820366844296418,0.25284413428449126
table,fixtures/fittings,0,0,0,steel,2022,7.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,7.5,10000,0,shanghai (china),0,0,0,0,0,0,particle board,2022,7.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,melamine,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0035645462500000003,0.0005972103501193501,0.0,0.0,1.596e-05,0.004177716600119351
curtain (disposable),fixtures/fittings,0,0,0,polypropylene,2022,1.65,20,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polypropylene textile production,2022,1.65,20,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.6462637499999999,0.06357400501270499,0.0,0.0,0.26088343850957535,0.9707211935222801
curtain rail,fixtures/fittings,0,0,0,aluminium,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0038986,7.70594000154e-05,0.0,0.0,4.256e-06,0.0039799154000154
light,fixtures/fittings,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.026058620000000005,8.476534001694e-05,0.0,0.0,0.00033104891323896754,0.02647443425325591
locker,patient essentials,0,0,0,hdpe,2022,14.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,14.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.5,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00696302,0.00055868065011165,0.0,0.0,0.004428176895920067,0.011949877546031717
work surfaces,fixtures/fittings,0,0,0,hdpe,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,30.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.2,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.004552817,0.0013562454402710402,0.0,0.0,0.005568433878767693,0.011477496319038733
drawers,fixtures/fittings,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,20.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0014869699999999998,0.0008476534001694,0.0,0.0,0.003981383288925894,0.006316006689095294
shelves,fixtures/fittings,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,40.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0033436399999999997,0.0016953068003388,0.0,0.0,0.007648672228143214,0.012687619028482013
stainless steel trolley,surgical equipment,0,0,0,steel,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00167172,0.0001541188000308,0.0,0.0,8.512e-06,0.0018343508000308
desktops,fixtures/fittings,0,0,0,hdpe,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.6223941599999999,0.0004238267000847,0.0,0.0,0.001586609487094088,0.6244045961871787
inpatient bed,fixtures/fittings,0,0,0,hdpe,2022,30.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,220.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,30.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,220.0,10000,0,shanghai (china),0,0,0,0,0,0,0.32342462000000005,0.009748014101948102,0.0,0.0,0.010487106507910075,0.3436597406098582
work surface,fixtures/fittings,0,0,0,hdpe,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,particle board,2022,30.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.2,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.004552817,0.0013562454402710402,0.0,0.0,0.005568433878767693,0.011477496319038733
operating table,surgical equipment,0,0,0,hdpe,2022,30.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,270.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,30.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,270.0,10000,0,shanghai (china),0,0,0,0,0,0,0.48905262,0.0117130288023408,0.0,0.0,0.01065699932556203,0.5114226481279028
stool,fixtures/fittings,0,0,0,hdpe,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.25,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.4,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0045547365,0.000217692805043505,0.0,0.0,0.00019572683975853454,0.00496815614480204
stirrups (pair),surgical equipment,0,0,0,hdpe,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,8.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyester,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,8.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00785724,0.00040070888008008005,0.0,0.0,0.0007419310567860117,0.00899987993686609
stirrup table attachment (pair),surgical equipment,0,0,0,hdpe,2022,0.096,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.096,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.5,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.5,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00061228616,2.2963701204589202e-05,0.0,0.0,3.142134557202331e-05,0.0006666712067766124
patslide,patient essentials,0,0,0,polypropylene,2022,4.6,20000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,4.6,20000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0011953789999999999,8.861831001771e-05,0.0,0.0,0.0007273114043297251,0.0020113087143474352
l shape 1,surgical equipment,0,0,0,hdpe,2022,0.385,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.385,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0003255341,2.25398745045045e-05,0.0,0.0,0.0001686239245378851,0.0005166978990423896
l shape 2,surgical equipment,0,0,0,hdpe,2022,0.385,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.385,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0003255341,2.25398745045045e-05,0.0,0.0,0.0001686239245378851,0.0005166978990423896
theatre lights,surgical equipment,0,0,0,hdpe,2022,5.0,7500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,15.0,7500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,3.0,7500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,5.0,7500,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,15.0,7500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.5149396,0.0011815774669028001,0.0,0.0,0.002404680268665001,0.5185258577355679
